"","Plasma.T.rd","Time.trap","Time.bled","Time.delay","FW.No","ABBBS.No.","Current.Colors","Year","Date","recap","Site","Bander","Sex","Sexed.how.","Age","Aged.how.","Plumage.Type","wing","tarsus","tail","Top.Culm","Brood.Patch","Shoulder.Area","Eyebrow","White.Chin","fat","Ectoparasites","Molt.wing","Molt.total","bird.weight","status","Breed.stage","Blood.hemato","Blood.plasma","Plasma.T","Molt.","Eccentric.molt.","Minimum.T.","Eggs","MTresid","logMTresid","Eyebrow.Length","Playback.Used.","index","Sample","pg.in.tube","recovery","total.pg","Plasma.mL","prop.in.assay","mL.in.tube","pg.mL","minTmerge","Subspecies","jul_date","Time_delay_sec","MoltYN","BreedYN","sunrise","Time.trap.sec","T_aft_sunrise","LPlasma.T","minT_compiled","andr.detected"
"206",2019.01,"16:48:56","16:52:38","0:03:42","13-04010",36098,"EWG","2015","11/4/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",45.6,23.7,NA,NA,NA,NA,"N","N",1,1,1,7,9.37,"BM","Prebreed",47.2,45.9,2019.01,0,NA,NA,NA,NA,NA,NA,"Y",264,55,44.45,0.575573621,77.22730579,0.0459,0.833333333,0.03825,2019.01453,"no","M.a.moretoni",308,222,"Yes","No",21600,60536,38936,7.61036257124757,"no",1
"207",2454.39,"9:33:00","9:35:00","0:02:00","13-04001",36090,"EOG","2015","11/1/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",45.8,23.2,44,NA,NA,NA,"N","N",1,1,0,5,9.5,"BM","Prebreed",44.2,49.1,2454.39,0,NA,NA,NA,NA,NA,NA,"N",250,44,57.83,0.575849344,100.4255723,0.0491,0.833333333,0.040916667,2454.392807,"no","M.a.moretoni",305,120,"Yes","No",21600,34380,12780,7.80563353684912,"no",1
"208",2705,"9:26:00","9:29:00","0:03:00","14-04039",36157,"BGO","2015","9/25/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",44.4,23.5,42.6,NA,NA,NA,"N","N",2,1,1,3,9.06,"BM","Fledglg",51.4,38,2705,0,"Y?",NA,NA,NA,NA,NA,"N",225,26,56.69,0.661815881,85.65826482,0.038,0.833333333,0.031666667,2704.997836,"no","M.a.moretoni",268,180,"Yes","Yes",21600,33960,12360,7.90285719128058,"no",1
"209",2848.39,"8:29:00","8:32:00","0:03:00","12-04013",36014,"BEK","2015","11/1/15",1,"Garuahi","JPB","M","Known","4+","Known","Glossy",46.1,22.9,45.3,NA,NA,NA,"N","N",1,1,0,1,9.49,"BM","Build",42.2,43.3,2848.39,0,NA,NA,NA,NA,NA,NA,"N",249,45,69.77,0.678832217,102.7794471,0.0433,0.833333333,0.036083333,2848.391144,"no","M.a.moretoni",305,180,"Yes","Yes",21600,30540,8940,7.95450920135893,"no",1
"210",3062.68,"7:22:00","7:24:37","0:02:37","15-04061",47661,"EOY","2015","7/9/15",0,"Obo","JPB","M","Plum","1+","Skull","Glossy",44.96,22.31,38.57,NA,"N",NA,NA,NA,0.5,2,1,9,7.59,"BM","Prebreed",49.76,42.37,3062.68,0,NA,NA,NA,NA,NA,NA,"N",133,20,85.82,0.793053657,108.2146198,0.0424,0.833333333,0.035333333,3062.677918,"no","M.a.lorentzi",190,157,"Yes","No",21600,26520,4920,8.02704562863597,"no",1
"211",3087.24,"5:43:00","5:47:21","0:04:21","12-04076",36076,"WWE","2015","11/5/15",1,"Garuahi","JPB","M","Known","4+","Known","Glossy",46.44,23.23,42.37,NA,NA,NA,"N","N",0,1,1,7,9.42,"BM","Prebreed",44.16,42.78,3087.24,0,NA,NA,NA,NA,NA,NA,"N",266,61,61.92,0.562338874,110.1115411,0.0428,0.833333333,0.035666667,3087.239469,"no","M.a.moretoni",309,261,"Yes","No",21600,20580,-1020,8.03503276686401,"no",1
"212",65.48,"8:07:00","8:20:00","0:13:00","14-04107",36140,"EOG","2014","7/4/14",0,"Obo","EDE","M","Plum","1+","Plumage","Glossy",46,22.5,43.1,10.1,NA,266,"N",NA,0,3,1,7,8.15,NA,"Prebreed",50,49.5,65.47580984,0,NA,"yes",NA,-0.932780766,-0.10556688,NA,"N",32,24,1.95,0.721987668,2.700877156,0.0495,0.833333333,0.04125,65.47580984,"yes","M.a.lorentzi",185,780,"Yes","No",21600,29220,7620,4.18168075900762,"yes",0
"213",76.46,"17:17:00","17:47:00","0:30:00","14-04113",36146,"BOB","2014","7/5/14",0,"Obo","EDE","M","Plum","1+","Skull","Glossy",43.5,22,49.8,NA,NA,NA,"N",NA,2,NA,1,2,7.78,NA,"Prebreed",48.5,45.8,76.45873362,0,NA,"yes",NA,-1.115457869,-0.130891953,NA,"N",30,27,1.95,0.66822586,2.918175,0.0458,0.833333333,0.038166667,76.45873362,"yes","M.a.lorentzi",186,1800,"Yes","No",21600,62220,40620,4.33675116548397,"yes",0
"214",82.53,"6:03:00","6:07:00","0:04:00","13-04001",36090,"EOG","2014","7/14/14",1,"Garuahi","SK","M","S, CP","1","Known","Glossy",45.4,23.3,43.2,10.9,"no",249.78,"N","N",0,2,1,6,9,NA,"Prebreed",37.1,37.8,82.53049104,0,"NO","yes",NA,-0.41996198,-0.0432487,NA,"N",44,15,1.95,0.750083528,2.599710468,0.0378,0.833333333,0.0315,82.53049104,"yes","M.a.moretoni",195,240,"Yes","No",21600,21780,180,4.41316781342332,"yes",0
"215",101.94,"6:23:00","6:31:00","0:08:00","11-07020",11017,"BOE","2014","6/24/14",1,"Garuahi","EDE","F","Plum","4+","Known","Black",43.2,21.6,42.7,10.6,NA,256.65,"M","N",1,NA,1,6,8.07,NA,"Prebreed",35.3,35.8,101.9398522,0,"NO","yes",NA,-0.326081247,-0.036621025,NA,"N",16,7,1.95,0.641193087,3.04120559,0.0358,0.833333333,0.029833333,101.9398522,"yes","M.a.moretoni",175,480,"Yes","No",21600,22980,1380,4.62438295503837,"yes",0
"216",105.84,"9:48:00","10:00:00","0:12:00","11-07014",11011,"OEW","2014","7/13/14",1,"Garuahi","EDE","M","S, CP","4+","Known","Glossy",46,23.6,42.6,12.3,"N",243.54,"N","N",1,1,1,6,9.11,NA,"Prebreed",31.7,33.2,105.8370128,0,"NO","yes",NA,-0.34742656,-0.035111384,NA,"N",39,6,1.95,0.665947818,2.928157355,0.0332,0.833333333,0.027666667,105.8370128,"yes","M.a.moretoni",194,720,"Yes","No",21600,35280,13680,4.66190029567447,"yes",0
"217",107.87,"9:20:00","9:26:00","0:06:00","14-04051",36168,"KYG","2014","7/23/14",0,"Porotona","EDE","M","S, CP","1+","Plumage","Glossy",46,23.2,43.5,11.4,"NO",259,"N","N",1,1,0,3,9.7,NA,"Prebreed",43.5,41,107.8656716,0,"NO","yes",NA,0.354967178,0.039725923,NA,"N",74,40,1.95,0.529113386,3.685410448,0.041,0.833333333,0.034166667,107.8656716,"yes","M.a.moretoni",204,360,"Yes","No",21600,33600,12000,4.68088667150458,"yes",0
"218",112.75,"6:58:00","7:07:00","0:09:00","14-04053",36170,"KWG","2014","7/24/14",0,"Porotona","EDE","M","S, CP","1+","Plumage","Glossy",45.3,22.8,43,11.1,"NO",268.65,"N","N",0,1,1,7,8.98,"BM","Prebreed",44.9,41.2,112.7463698,0,NA,"yes",NA,-0.215174504,-0.02104253,NA,"N",76,41,1.95,0.503751177,3.870958698,0.0412,0.833333333,0.034333333,112.7463698,"yes","M.a.moretoni",205,540,"Yes","No",21600,25080,3480,4.72514078096867,"yes",0
"219",133.73,"9:41:00","9:56:00","0:15:00","14-04045",36198,"GYK","2014","7/22/14",0,"Porotona","EDE","F","Plum","1+","Skull","Black",43.7,22.7,43.5,NA,"no",273.24,"N","N",1,NA,0,1,9.29,"BF","Prebreed",25,24.4,133.7301852,0,NA,"yes",NA,0.443467303,0.052338237,NA,"N",68,47,1.95,0.717127844,2.719180432,0.0244,0.833333333,0.020333333,133.7301852,"yes","M.a.moretoni",203,900,"Yes","No",21600,34860,13260,4.89582422676373,"yes",0
"220",134.32,"6:03:00","6:20:00","0:17:00","14-04032",36150,"KKW","2014","7/14/14",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",45,22.3,44.9,11.3,"No",273.02,"N","N",0,1,0,5,8.24,NA,"Prebreed",20.7,22.4,134.3205498,0,"NO","yes",NA,-0.416868929,-0.046047999,NA,"N",43,19,1.95,0.77772378,2.50731693,0.0224,0.833333333,0.018666667,134.3205498,"yes","M.a.moretoni",195,1020,"Yes","No",21600,21780,180,4.90022910597115,"yes",0
"221",135.13,"8:40:00","8:45:00","0:05:00","14-04041",36159,"GEY","2014","7/22/14",0,"Porotona","MA","F","Plum","1+","Skull","Black",42.1,22.6,42.1,11.7,"N",236.16,"N","L",2,0,NA,9,8.02,NA,"Prebreed",41.7,45.3,135.1337527,0,"NO","yes",NA,-0.779116755,-0.089309715,NA,"N",64,32,1.95,0.382255566,5.101299166,0.0453,0.833333333,0.03775,135.1337527,"yes","M.a.moretoni",203,300,"Yes","No",21600,31200,9600,4.90626504869969,"yes",0
"222",135.18,"9:20:00","9:35:00","0:15:00","12-04015",36016,"BWE","2014","7/14/14",1,"Garuahi","EDE","M","Plum","2","Known","Glossy",45.2,NA,43.3,12.3,"No",239.44,"N","N",0,1,1,8,9.77,NA,"Prebreed",55.7,45.5,135.1842601,0,"YES","yes",NA,0.33130573,0.036835642,NA,"N",47,11,1.95,0.380433132,5.125736527,0.0455,0.833333333,0.037916667,135.1842601,"yes","M.a.moretoni",195,900,"Yes","No",21600,33600,12000,4.9066387374529,"yes",0
"223",154.41,"6:58:00","7:55:00","0:57:00","13-04005",36093,"GYB","2014","6/22/14",1,"Garuahi","EDE","M","Known","1","Known","Glossy",47.6,24.8,43,11.7,NA,263.67,"N",NA,0,1,1,7,10.27,NA,"Prebreed",26.5,26,154.4069828,0,NA,"yes",NA,0.550321384,0.057136134,NA,"N",14,16,1.95,0.582875194,3.345484627,0.026,0.833333333,0.021666667,154.4069828,"yes","M.a.moretoni",173,3420,"Yes","No",21600,25080,3480,5.03959186195664,"yes",0
"224",162.02,"17:17:00","17:36:00","0:19:00","14-04111",36144,"EKY","2014","7/5/14",0,"Obo","EDE","F","Plum","1+","Skull","Brown",41,22,49.2,10.4,NA,NA,"H",NA,2,NA,1,3,7.65,NA,"Prebreed",20,20,162.0185489,0,NA,"yes",NA,-0.864621102,-0.103923485,NA,"N",34,26,1.95,0.722139538,2.700309148,0.02,0.833333333,0.016666667,162.0185489,"yes","M.a.lorentzi",186,1140,"Yes","No",21600,62220,40620,5.08771082806055,"yes",0
"225",166.58,"15:50:00","15:59:00","0:09:00","12-04001",36002,"EWY","2014","7/15/14",1,"Garuahi","MA","F","Plum","3+","Known","Black",44.5,21.9,49.5,11.5,"NO",272.7,"M","M",2,2,0,3,9.51,NA,"Prebreed",37.5,32.5,166.5815882,0,NA,"yes",NA,0.995378898,0.113714744,NA,"N",51,9,1.95,0.432220636,4.51158468,0.0325,0.833333333,0.027083333,166.5815882,"yes","M.a.moretoni",196,540,"Yes","No",21600,57000,35400,5.11548520861951,"yes",0
"226",195.62,"8:50:00","8:56:00","0:06:00","14-04034",36152,"KBE","2014","7/15/14",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",44.7,21.9,47.5,10.8,"possible",304.29,"N","L",1,2,1,6,8.54,NA,"Prebreed",33.7,30.9,195.6216601,0,"NO","yes",NA,0.07279484,0.011654739,NA,"N",50,21,1.95,0.38711539,5.037257748,0.0309,0.833333333,0.02575,195.6216601,"yes","M.a.moretoni",196,360,"Yes","No",21600,31800,10200,5.27618248817743,"yes",0
"227",201.05,"6:35:00","6:39:00","0:04:00","14-04033",36151,"WWG","2014","7/15/14",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",44.4,22.8,47.4,11.5,"?",227.33,"H","M",0,1,1,6,8.51,NA,"Prebreed",379,35.3,201.053078,0,"YES","yes",NA,-0.383948639,-0.040687026,NA,"N",49,20,1.95,0.329708714,5.914311377,0.0353,0.833333333,0.029416667,201.053078,"yes","M.a.moretoni",196,240,"Yes","No",21600,23700,2100,5.30356894285056,"yes",0
"228",239.98,"7:08:00","7:23:00","0:15:00","13-04007",36095,"GEB","2014","6/13/14",1,"Garuahi","EDE","M","S, CP","2+","Known","Glossy",45.1,23.7,41.9,12,NA,230.1,"N",NA,1,NA,0,1,9.47,NA,"Prebreed",16.6,19.2,239.9814967,0,NA,"yes",NA,0.01257344,0.003644812,NA,"N",9,17,1.95,0.507851654,3.839703947,0.0192,0.833333333,0.016,239.9814967,"yes","M.a.moretoni",164,900,"Yes","No",21600,25680,4080,5.48056182328652,"yes",0
"229",253.55,"17:05:00","17:12:00","0:07:00","14-04012",36113,"WEG","2014","6/15/14",1,"Garuahi","EDE","F","Known","1+","Known","Black",46.4,23,48.1,11.3,NA,267.96,"L","N",1,1,0,1,8.96,NA,"Prebreed",20,23.6,253.5455652,0,NA,"yes",NA,-0.099904437,-0.007626706,NA,"N",12,48,1.95,0.391063998,4.986396117,0.0236,0.833333333,0.019666667,253.5455652,"yes","M.a.moretoni",166,420,"Yes","No",21600,61500,39900,5.53554355125785,"yes",0
"230",62.96,"6:32:00","6:33:50","0:01:50","14-04057",36174,"GOE","2015","8/8/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",46.39,23.74,46.29,11.97,NA,320.9976,"N","N",0,1,0,1,9.07,"BM","Prebreed",52.44,49.63,62.96,0,"N",NA,NA,NA,NA,NA,"Y",185,6,1.95,0.749307257,2.602403729,0.0496,0.833333333,0.041333333,62.96138053,"yes","M.a.moretoni",220,110,"Yes","No",21600,23520,1920,4.14249960410915,"yes",0
"231",63.05,"7:17:20","7:25:00","0:07:40","14-04027",36133,"BGG","2015","8/16/15",1,"Porotona","JPB","F","Known","2+","Known","Black",42.24,22.67,46.49,11.73,"N",307.2734,"L","N",0,1,1,6,8.36,"BF","Prebreed",39.03,49.87,63.05,0,NA,NA,NA,NA,NA,NA,"N",197,51,1.95,0.743795666,2.621687768,0.0499,0.833333333,0.041583333,63.04659963,"yes","M.a.moretoni",228,460,"Yes","No",21600,26240,4640,4.14392806241093,"yes",0
"232",66.02,"18:02:00","18:04:48","0:02:48","15-04175",47761,"BKW","2015","11/13/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",44.25,22.61,47.83,NA,"N",NA,"N","N",2,1,1,4,9.81,"BM","Prebreed",52.98,55.11,66.02,0,"N",NA,NA,NA,NA,NA,"Y",277,62,1.95,0.643263836,3.031415559,0.0551,0.833333333,0.045916667,66.01993959,"yes","M.a.moretoni",317,168,"Yes","No",21600,64920,43320,4.18995772642505,"yes",0
"233",66.15,"7:26:30","7:30:30","0:04:00","14-04028",36132,"OWK","2015","8/16/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",44.4,23.63,NA,11.28,NA,322.6542,"N","N",1,1,1,5,10.24,"BM","Prebreed",43.87,48.25,66.15,0,NA,NA,NA,NA,NA,NA,"N",198,52,1.95,0.732350427,2.662659743,0.0483,0.833333333,0.04025,66.15303709,"yes","M.a.moretoni",228,240,"Yes","No",21600,26790,5190,4.19192489056096,"yes",0
"234",67.12,"7:38:50","7:42:30","0:03:40","15-04116",36197,"EYY","2015","8/12/15",1,"Porotona","JPB","F","Known","1+","Known","Black",43.69,22.12,42.53,11.83,"N",336.3296,"N","N",2,1,1,6,8.86,"BF","Prebreed",49.96,45.82,67.12,0,"Y?",NA,NA,NA,NA,NA,"Y",193,48,1.95,0.76118084,2.561809098,0.0458,0.833333333,0.038166667,67.12163575,"yes","M.a.moretoni",224,220,"Yes","No",21600,27530,5930,4.20648206215895,"yes",0
"235",67.92,"17:06:00","17:08:15","0:02:15","14-04109",36142,"BOO","2015","7/9/15",1,"Obo","EDE","F","Known","2+","Known","Brown",44.23,21.67,51.14,9.56,"N",NA,"H",NA,2,1,1,7,7.62,"BF","Prebreed",NA,48.47,67.92,0,"Y",NA,NA,NA,NA,NA,"N",136,26,1.95,0.710329208,2.745205996,0.0485,0.833333333,0.040416667,67.92262259,"yes","M.a.lorentzi",190,135,"Yes","No",21600,61560,39960,4.21833054200309,"yes",0
"236",68.22,"10:15:30","10:17:40","0:02:10","15-04164",47754,"KOW","2015","8/16/15",0,"Porotona","JPB","F","Plum","1+","Skull","Black",44.36,21.39,47.29,11.26,"N",328.7304,"L","N",1,1,1,6,8.17,"BF","Prebreed",44.8,48.43,68.22,0,"N",NA,NA,NA,NA,NA,"Y",200,7,1.95,0.70869688,2.751528975,0.0484,0.833333333,0.040333333,68.21972664,"yes","M.a.moretoni",228,130,"Yes","No",21600,36930,15330,4.2227377769905,"yes",0
"237",68.72,"9:12:20","9:17:00","0:04:40","14-04024",36128,"EYO","2015","8/12/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",45.47,23.05,47.98,12.33,NA,355.116,"N","N",0,1,1,5,9.31,"AHELP","Prebreed",47.45,44.1,68.72,0,"N",NA,NA,NA,NA,NA,"Y",194,50,1.95,0.772191449,2.525280488,0.0441,0.833333333,0.03675,68.71511531,"yes","M.a.moretoni",224,280,"Yes","No",21600,33140,11540,4.230040277676,"yes",0
"238",69.47,"17:16:00","17:18:00","0:02:00","13-04007",36095,"GEB","2015","8/31/15",1,"Garuahi","JPB","M","Known","3+","Known","Glossy",45.5,23.2,43.1,12.5,NA,286.11,"N","N",2,2,1,7,10.29,"BM","Prebreed",48.7,45,69.47,0,"N",NA,NA,NA,NA,NA,"N",204,56,1.95,0.748576589,2.604943875,0.045,0.833333333,0.0375,69.46516999,"yes","M.a.moretoni",243,120,"Yes","No",21600,62160,40560,4.24089500470479,"yes",0
"239",70.78,"9:33:00","9:37:00","0:04:00","14-04032",36150,"KKW","2015","11/1/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",45.1,22.1,46.8,NA,"N",NA,"N","N",1,1,1,7,9.07,"BF","Prebreed",32.6,47.3,70.78,0,NA,NA,NA,NA,NA,NA,"N",251,43,1.95,0.698960061,2.789858974,0.0473,0.833333333,0.039416667,70.7786632,"yes","M.a.moretoni",305,240,"Yes","No",21600,34380,12780,4.25957647491732,"yes",0
"240",71.55,"17:38:00","17:41:45","0:03:45","15-04033",47637,"WGY","2015","7/4/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",41.73,21.9,45.28,10.26,"N",NA,"H",NA,1,1,1,10,7.49,"BF","Prebreed",39.19,48.55,71.55,0,"N",NA,NA,NA,NA,NA,"N",116,7,1.95,0.672951085,2.897684607,0.0486,0.833333333,0.0405,71.54776808,"yes","M.a.lorentzi",185,225,"Yes","No",21600,63480,41880,4.27039650600246,"yes",0
"241",71.55,"17:38:00","17:41:45","0:03:45","15-04033",47637,"WGY","2015","7/4/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",41.73,21.9,45.28,10.26,"N",NA,"H",NA,1,1,1,10,7.49,"BF","Prebreed",39.19,48.55,71.55,0,"N",NA,NA,NA,NA,NA,"N",116,15,1.95,0.774944102,2.516310525,0.0422,0.833333333,0.035166667,71.5538538,"yes","M.a.lorentzi",185,225,"Yes","No",21600,63480,41880,4.27039650600246,"yes",0
"242",71.55,"7:19:00","7:22:30","0:03:30","15-04052",47653,"EGW","2015","7/8/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",40.96,22.12,46.8,9.55,"N",NA,"H",NA,1,0,1,8,7.64,"BF","Prebreed",44.27,42.19,71.55,0,"Y",NA,NA,NA,NA,NA,"Y",128,7,1.95,0.672951085,2.897684607,0.0486,0.833333333,0.0405,71.54776808,"yes","M.a.lorentzi",189,210,"Yes","No",21600,26340,4740,4.27039650600246,"yes",0
"243",71.55,"7:19:00","7:22:30","0:03:30","15-04052",47653,"EGW","2015","7/8/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",40.96,22.12,46.8,9.55,"N",NA,"H",NA,1,0,1,8,7.64,"BF","Prebreed",44.27,42.19,71.55,0,"Y",NA,NA,NA,NA,NA,"Y",128,15,1.95,0.774944102,2.516310525,0.0422,0.833333333,0.035166667,71.5538538,"yes","M.a.lorentzi",189,210,"Yes","No",21600,26340,4740,4.27039650600246,"yes",0
"244",71.6,"16:29:00","16:37:30","0:08:30","15-04171",47758,"GBB","2015","8/17/15",0,"Porotona","JPB","F","S, BP","1+","Skull","Black",42.52,23.82,44.88,NA,"Y",292.9344,"N","N",2,1,0,2,8.85,"BF","Prebreed",47.76,51.74,71.6,0,NA,NA,NA,NA,NA,NA,"N",203,27,1.95,0.632097018,3.084969466,0.0517,0.833333333,0.043083333,71.60470713,"yes","M.a.moretoni",229,510,"Yes","No",21600,59340,37740,4.2710950739666,"yes",0
"245",73.72,"7:26:00","7:29:00","0:03:00","14-04028",36132,"OWK","2015","10/4/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",43.8,23.8,40,NA,NA,NA,"N","N",1,1,0,4,10.23,"BM","Incub",43.6,44.7,73.72,0,NA,NA,NA,NA,NA,NA,"N",232,35,1.95,0.710126879,2.745988158,0.0447,0.833333333,0.03725,73.71780289,"yes","M.a.moretoni",277,180,"Yes","Yes",21600,26760,5160,4.30027413280162,"yes",0
"246",73.85,"9:43:00","9:45:00","0:02:00","14-04022",36126,"YOB","2015","10/28/15",1,"Porotona","JPB","F","Known","2+","Known","Black",43.9,22.4,51.1,NA,NA,NA,"L","N",1,NA,0,0,NA,"BF","Prebreed",40.9,47.8,73.85,0,NA,NA,NA,NA,NA,NA,"N",244,38,1.95,0.662840232,2.941885399,0.0478,0.833333333,0.039833333,73.85486358,"yes","M.a.moretoni",301,120,"No","No",21600,34980,13380,4.30203600897739,"yes",0
"247",74.55,"7:38:00","7:41:00","0:03:00","15-04194",47780,"GBY","2015","10/15/15",0,"Porotona","JPB","F","Plum","1+","Skull","Black",44.2,22.8,46.5,11.6,"N",375.9,"L","N",1,1,1,6,8.09,"ANF","Prebreed",43.1,45.7,74.55,0,"Y",NA,NA,NA,NA,NA,"Y",240,20,1.95,0.686864986,2.838985886,0.0457,0.833333333,0.038083333,74.54667534,"yes","M.a.moretoni",288,180,"Yes","No",21600,27480,5880,4.31147004121075,"yes",0
"248",74.69,"17:36:30","17:41:15","0:04:45","11-07038",11034,"WBO","2015","7/15/15",1,"Garuahi","EDE","F","Known","5+","Known","Black",44.33,21.67,44.09,NA,"Y",279.7938,"N","N",2,1,0,1,9.05,"BF","Laying",45.64,49.41,74.69,0,"Y",NA,NA,NA,NA,NA,"N",141,23,1.95,0.634164947,3.074909783,0.0494,0.833333333,0.041166667,74.69416476,"yes","M.a.moretoni",196,285,"Yes","Yes",21600,63390,41790,4.31334621436898,"yes",0
"249",74.73,"7:32:20","7:34:50","0:02:30","15-04062",47662,"EBO","2015","7/9/15",0,"Obo","JPB","F","Plum","1+","Skull","Brown",42.94,21.24,47.76,NA,"N",NA,NA,NA,1,1,1,9,7.4,"BF","Prebreed",55.45,47.07,74.73,0,NA,NA,NA,NA,NA,NA,"N",134,19,1.95,0.664838004,2.933045326,0.0471,0.833333333,0.03925,74.72726945,"yes","M.a.lorentzi",190,150,"Yes","No",21600,27140,5540,4.3138816179422,"yes",0
"250",75.69,"7:12:00","7:18:00","0:06:00","14-04037",36155,"#NAME?","2015","9/1/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"BF","Prebreed",43.4,45.4,75.69,NA,NA,NA,NA,NA,NA,NA,"N",206,57,1.95,0.680919289,2.863775532,0.0454,0.833333333,0.037833333,75.69450745,"yes","M.a.moretoni",244,360,NA,"No",21600,25920,4320,4.32664605132108,"yes",0
"251",75.71,"6:12:00","6:19:30","0:07:30","14-04032",36150,"KKW","2015","7/18/15",1,"Garuahi","EDE","F","Known","2+","Known","Black",45.04,22.23,44.98,11.46,"N",341.8734,"N","N",0,1,1,6,8.13,"BF","Prebreed",38.42,42.5,75.71,0,"Y",NA,NA,NA,NA,NA,"Y",146,31,1.95,0.727279752,2.681224104,0.0425,0.833333333,0.035416667,75.70515116,"yes","M.a.moretoni",199,450,"Yes","No",21600,22320,720,4.32691025211521,"yes",0
"252",77.3,"8:27:00","8:29:43","0:02:43","15-04011",47616,"OBO","2015","6/30/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",40.57,22.21,51.2,9.84,"N",NA,"H",NA,1,1,1,10,6.52,"BF","Prebreed",41.47,40.68,77.3,0,"Y",NA,NA,NA,NA,NA,"N",97,35,1.95,0.743787128,2.621717864,0.0407,0.833333333,0.033916667,77.2988068,"yes","M.a.lorentzi",181,163,"Yes","No",21600,30420,8820,4.34769395559338,"yes",0
"253",77.3,"8:27:00","8:29:43","0:02:43","15-04011",47616,"OBO","2015","6/30/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",40.57,22.21,51.2,9.84,"N",NA,"H",NA,1,1,1,10,6.52,"BF","Prebreed",41.47,40.68,77.3,0,"Y",NA,NA,NA,NA,NA,"N",97,31,1.95,0.712313518,2.737558606,0.0425,0.833333333,0.035416667,77.2957724,"yes","M.a.lorentzi",181,163,"Yes","No",21600,30420,8820,4.34769395559338,"yes",0
"254",77.45,"9:21:00","9:24:30","0:03:30","15-04118",47702,"BBG","2015","7/24/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",43.64,23.69,45.16,11.01,"Y?",292.962,"L","M",0,1,1,2,8.81,"BF","Prebreed",45.46,49.85,77.45,0,"Y",NA,NA,NA,NA,NA,"N",158,32,1.95,0.605489663,3.220533925,0.0499,0.833333333,0.041583333,77.44770963,"yes","M.a.moretoni",205,210,"Yes","No",21600,33660,12060,4.34963256686288,"yes",0
"255",78.31,"5:49:00","5:52:00","0:03:00","12-04015",36016,"BWE","2015","9/4/15",1,"Garuahi","JPB","M","Known","3","Known","Glossy",45.9,22.9,44.9,NA,NA,NA,"N","N",1,1,1,5,9.72,"ANM","Prebreed",46.6,43.8,78.31,0,"N",NA,NA,NA,NA,NA,"N",213,62,1.95,0.682223177,2.858302187,0.0438,0.833333333,0.0365,78.30964897,"yes","M.a.moretoni",247,180,"Yes","No",21600,20940,-660,4.36067530876285,"yes",0
"256",78.33,"8:50:40","8:53:53","0:03:13","14-04046",36163,"YEG","2015","11/21/15",1,"Porotona","JPB","F","Known","2+","Known","Black",44.93,22.8,47.53,NA,"Y?",NA,"N","N",1,1,0,0,8.25,"BF","Prebreed",41.85,43.82,78.33,0,NA,NA,NA,NA,NA,NA,"Y",298,30,1.95,0.682003042,2.859224783,0.0438,0.833333333,0.0365,78.33492555,"yes","M.a.moretoni",325,193,"No","No",21600,31840,10240,4.36093067137915,"yes",0
"257",80.39,"8:44:13","8:53:53","0:09:40","15-04132",47717,"OOY","2015","7/16/15",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",44.13,22.43,44.09,11.04,NA,293.5339,"N","N",0,1,1,6,8.16,"BF","Prebreed",NA,45.92,80.39,0,"N",NA,NA,NA,NA,NA,"N",145,2,1.95,0.634193632,3.074770703,0.0459,0.833333333,0.03825,80.38616217,"yes","M.a.moretoni",197,580,"Yes","No",21600,31453,9853,4.38688979033987,"yes",0
"258",80.81,"11:47:00","11:50:30","0:03:30","15-04049",36199,"EEE","2015","7/6/15",1,"Obo","EDE","F","Known","2+","Known","Brown",41.48,22.21,45.82,NA,"N",NA,"H",NA,1,1,1,6,7.68,"BF","Prebreed",37.22,42.92,80.81,0,"Y",NA,NA,NA,NA,NA,"N",125,24,1.95,0.674979355,2.888977248,0.0429,0.833333333,0.03575,80.8105524,"yes","M.a.lorentzi",187,210,"Yes","No",21600,42420,20820,4.39210072024536,"yes",0
