"","Plasma.T.rd","Time.trap","Time.bled","Time.delay","FW.No","ABBBS.No.","Current.Colors","Year","Date","recap","Site","Bander","Sex","Sexed.how.","Age","Aged.how.","Plumage.Type","wing","tarsus","tail","Top.Culm","Brood.Patch","Shoulder.Area","Eyebrow","White.Chin","fat","Ectoparasites","Molt.wing","Molt.total","bird.weight","status","Breed.stage","Blood.hemato","Blood.plasma","Plasma.T","Molt.","Eccentric.molt.","Minimum.T.","Eggs","MTresid","logMTresid","Eyebrow.Length","Playback.Used.","index","Sample","pg.in.tube","recovery","total.pg","Plasma.mL","prop.in.assay","mL.in.tube","pg.mL","minTmerge","Subspecies","jul_date","Time_delay_sec","MoltYN","BreedYN","sunrise","Time.trap.sec","T_aft_sunrise","LPlasma.T","minT_compiled","andr.detected"
"98",795.25,"17:22:00","17:34:00","0:12:00","14-04062",36177,"OWB","2014","7/28/14",0,"Porotona","EDE","M","S, CP","1+","CP","Glossy",44.3,23.8,39,11.7,"N",270.68,"N","N",2,2,0,3,9.54,"BM","Prebreed",48.6,41.6,795.2521294,0,NA,"no",NA,-0.029820298,-0.000921451,NA,"N",83,46,12.1,0.438902895,27.56874048,0.0416,0.833333333,0.034666667,795.2521294,"no","M.a.moretoni",209,720,"Yes","No",21600,62520,40920,6.67865920827421,"no",1
"99",842.52,"16:54:00","16:59:00","0:05:00","14-04046",36163,"YEG","2014","7/22/14",0,"Porotona","EDE","F","S, BP","1+","Plumage","Black",44.5,22.9,45,10.8,"Y",190.35,"N","N",2,1,0,1,9.32,"BF","Prebreed",29.2,32,842.5216938,0,NA,"no",NA,0.378635419,0.044928328,NA,"N",69,36,11.12,0.494942745,22.46724517,0.032,0.833333333,0.026666667,842.5216938,"no","M.a.moretoni",203,300,"Yes","No",21600,60840,39240,6.73639941121252,"no",1
"100",991.67,"8:58:00","9:11:00","0:13:00","14-04043",36161,"WKE","2014","7/22/14",0,"Porotona","EDE","M","S, CP","1+","Plumage","Glossy",45.7,22.9,43.9,11.2,"NO",271.22,"N","N",0,1,1,6,9.01,NA,"Prebreed",41,40.1,991.6699863,0,"NO","no",NA,-0.222639083,-0.021823476,NA,"N",67,34,17.7,0.53412508,33.13830537,0.0401,0.833333333,0.033416667,991.6699863,"no","M.a.moretoni",203,780,"Yes","No",21600,32280,10680,6.89939037683543,"no",1
"101",1127.89,"9:30:00","9:36:00","0:06:00","14-04008",36112,"KKO","2014","7/12/14",1,"Garuahi","EDE","M","S, CP","1+","Known","Glossy",43.6,22.6,45.5,11.7,"No",240.8,"N","N",0,1,1,5,9.14,NA,"Prebreed",22.7,30.1,1127.890252,0,"NO","no",NA,-0.073906794,-0.005442346,NA,"N",37,18,13.56,0.479300185,28.29124715,0.0301,0.833333333,0.025083333,1127.890252,"no","M.a.moretoni",193,360,"Yes","No",21600,34200,12600,7.02810413299836,"no",1
"102",1294.56,"17:13:00","17:19:00","0:06:00","14-04035",36153,"KOG","2014","7/16/14",0,"Garuahi","MA","M","S, CP","1+","Plumage","Glossy",45.5,23.7,42.7,11.3,"no",256,"N","N",2,2,1,2,8.83,"BM","Build",43.2,42.4,1294.562062,0,"NO","no",NA,-0.702355719,-0.074299767,NA,"N",57,22,24.89,0.544148468,45.74119286,0.0424,0.833333333,0.035333333,1294.562062,"no","M.a.moretoni",197,360,"Yes","Yes",21600,61980,40380,7.16592774087744,"no",1
"103",2132.68,"7:50:00","7:57:00","0:07:00","14-04049",36166,"BBB","2014","7/23/14",0,"Porotona","EDE","M","S, CP","1+","Skull","Glossy",45.3,23.9,41,11.9,"n",208.62,"N","N",0,1,0,2,9.73,NA,"Prebreed",42.2,38.5,2132.682038,0,"NO","no",NA,0.122715123,0.014855409,NA,"N",72,39,46.19,0.675059988,68.42354871,0.0385,0.833333333,0.032083333,2132.682038,"no","M.a.moretoni",204,420,"Yes","No",21600,28200,6600,7.66513563938024,"no",1
"104",84.78,"17:37:00","17:42:00","0:05:00","11-07016",11018,"WKO","2015","9/12/15",1,"Garuahi","JPB","M","Known","5+","Known","Glossy",46.4,23.2,44.1,12.5,NA,351.5,"N","N",2,1,1,6,9.17,"BM","Prebreed",44.7,47.8,84.78,0,NA,NA,NA,NA,NA,NA,"N",222,12,2.3,0.681063503,3.377071284,0.0478,0.833333333,0.039833333,84.78003225,"no","M.a.moretoni",255,300,"Yes","No",21600,63420,41820,4.44005966592449,"no",1
"105",98.96,"6:32:00","6:35:30","0:03:30","14-04055",36172,"OGB","2015","8/8/15",1,"Porotona","JPB","F","Known","1","Known","Black",44.2,23.34,47.8,11.41,"N",285.6623,"L","N",0,1,1,6,9.49,"BF","Prebreed",41.16,47.83,98.96,0,"N",NA,NA,NA,NA,NA,"Y",186,42,2.31,0.586025218,3.941809889,0.0478,0.833333333,0.039833333,98.95757043,"no","M.a.moretoni",220,210,"Yes","No",21600,23520,1920,4.59471572808423,"no",1
"106",117.93,"9:24:30","9:26:55","0:02:25","14-04023",36127,"KBO","2015","8/12/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",45.3,23.49,43.81,12.19,NA,354.1593,"N","N",1,1,1,6,8.89,"BM","Prebreed",47.98,47.25,117.93,0,"N",NA,NA,NA,NA,NA,"N",195,49,3.58,0.770163179,4.648365563,0.0473,0.833333333,0.039416667,117.9289361,"no","M.a.moretoni",224,145,"Yes","No",21600,33870,12270,4.77009122810188,"no",1
"107",124.35,"7:45:00","7:47:00","0:02:00","14-04049",36166,"BBB","2015","8/5/15",1,"Porotona","JPB","M","Plum","2+","Known","Glossy",45.44,24.24,42.04,11.86,NA,288.112,"N","N",1,1,0,1,9.34,"BM","Fledglg",51.14,46.51,124.35,0,"N",NA,NA,NA,NA,NA,"N",171,28,2.96,0.614292242,4.818553445,0.0465,0.833333333,0.03875,124.3497663,"no","M.a.moretoni",217,120,"Yes","Yes",21600,27900,6300,4.82310017024941,"no",1
"108",134.77,"10:02:00","10:04:25","0:02:25","13-04010",36098,"EWG","2015","7/24/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",45.73,23.24,40.77,11.88,NA,322.5482,"N","N",0,1,1,5,9.12,"BM","Prebreed",46.41,42.65,134.77,0,"Y",NA,NA,NA,NA,NA,"N",159,58,3.44,0.717353861,4.795401803,0.0427,0.833333333,0.035583333,134.7653903,"no","M.a.moretoni",205,145,"Yes","No",21600,36120,14520,4.90356962178107,"no",1
"109",147.33,"9:05:45","9:10:10","0:04:25","15-04172",47759,"BKB","2015","11/15/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",45.36,23.94,42.33,NA,NA,NA,"N","N",1,1,1,6,9.56,"BM","Prebreed",40.55,34.59,147.33,0,NA,NA,NA,NA,NA,NA,"N",285,13,2.38,0.677000949,3.515504673,0.0346,0.689655172,0.023862069,147.3260629,"no","M.a.moretoni",319,265,"Yes","No",21600,32745,11145,4.99267496871926,"no",1
"110",149.71,"9:24:00","9:30:25","0:06:25","15-04001",47606,"YOE","2015","7/2/15",1,"Obo","EDE","M","Known","1+","Known","Glossy",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7.77,"BM","Prebreed",50.56,53.12,149.71,NA,NA,NA,NA,NA,NA,NA,"N",108,46,3.64,0.549474498,6.624511259,0.0531,0.833333333,0.04425,149.7064691,"no","M.a.lorentzi",183,385,NA,"No",21600,33840,12240,5.00870008946175,"no",1
"111",150.32,"9:37:00","9:40:00","0:03:00","15-04022",47626,"GYE","2015","7/2/15",0,"Obo","EDE","F","Plum","1+","Skull","Brown",44.15,21.12,47.69,10.38,"N",NA,"H",NA,1,1,1,7,7.04,"BF","Prebreed",46.67,46.73,150.32,0,"Y",NA,NA,NA,NA,NA,"N",109,44,3.23,0.552145945,5.849902597,0.0467,0.833333333,0.038916667,150.3186963,"no","M.a.lorentzi",183,180,"Yes","No",21600,34620,13020,5.01276635510521,"no",1
"112",154.69,"6:06:00","6:11:45","0:05:45","11-07011",11019,"O--","2015","8/3/15",1,"Garuahi","JPB","F","Known","5+","Known","Black",43.49,22.62,46.94,11.58,"N",234.9389,"H","M",0,1,1,6,7.79,"BF","Prebreed",46.9,48.85,154.69,0,"maybe...",NA,NA,NA,NA,NA,"N",170,37,4.22,0.66947405,6.303455673,0.0489,0.833333333,0.04075,154.6860288,"no","M.a.moretoni",215,345,"Yes","No",21600,21960,360,5.04142311424857,"no",1
"113",161.03,"8:47:00","8:48:00","0:01:00","15-04105",36186,"BGK","2015","10/7/15",1,"Porotona","JPB","F","Known","1+","Known","Black",43.4,21.9,46.5,12.2,"?",NA,"N","N",1,1,0,5,8.41,"BF","Prebreed",44.4,41.7,161.03,0,NA,NA,NA,NA,NA,NA,"N",234,1,3.05,0.658586616,4.631129641,0.0417,0.689655172,0.028758621,161.0344839,"no","M.a.moretoni",280,60,"Yes","No",21600,31620,10020,5.0815906830299,"no",1
"114",170.34,"8:03:00","8:04:49","0:01:49","14-04018",36122,"OGG","2015","11/13/15",1,"Garuahi","JPB","M","Known","1","Known","Glossy",45.75,22.64,45.05,NA,NA,NA,"N","N",1,1,1,7,9.7,"BM","Prebreed",56.09,43.9,170.34,0,"N",NA,NA,NA,NA,NA,"N",273,64,4.03,0.646710384,6.231537483,0.0439,0.833333333,0.036583333,170.3381544,"no","M.a.moretoni",317,109,"Yes","No",21600,28980,7380,5.13779643971294,"no",1
"115",189.96,"6:21:00","6:23:00","0:02:00","14-04049",36166,"BBB","2015","9/26/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",44.2,23.9,40.4,NA,NA,NA,"N","N",1,1,1,7,9.96,"ANM","Prebreed",50.1,42.2,189.96,0,"Y",NA,NA,NA,NA,NA,"N",227,10,4.77,0.714040351,6.68029474,0.0422,0.833333333,0.035166667,189.9609879,"no","M.a.moretoni",269,120,"Yes","No",21600,22860,1260,5.24681352368092,"no",1
"116",191.18,"17:34:00","17:37:00","0:03:00","13-04001",36090,"EOG","2015","9/2/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",45.2,23.2,42.9,NA,NA,NA,NA,NA,2,NA,0,4,9.55,"BM","Prebreed",43.3,53.1,191.18,0,NA,NA,NA,NA,NA,NA,"N",208,60,6.95,0.8215403,8.459718894,0.0531,0.833333333,0.04425,191.180088,"no","M.a.moretoni",245,180,"Yes","No",21600,63240,41640,5.25321539263562,"no",1
"117",191.99,"15:49:15","15:52:55","0:03:40","14-04027",36131,"KOK","2015","11/20/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",47.25,23.88,46.68,NA,NA,NA,"N","N",1,1,0,5,10.57,"BM","Prebreed",44.45,38.07,191.99,0,NA,NA,NA,NA,NA,NA,"N",293,20,4.03,0.661112869,6.095782114,0.0381,0.833333333,0.03175,191.9931374,"no","M.a.moretoni",324,220,"Yes","No",21600,56955,35355,5.25744328733806,"no",1
"118",199.86,"17:54:00","17:58:00","0:04:00","14-04008",36112,"KKO","2015","11/13/15",1,"Garuahi","JPB","M","Known","2+","Known","Glossy",43.91,NA,NA,NA,NA,NA,"N","N",2,1,0,2,9.27,"BF","Prebreed",34.35,42.52,199.86,0,NA,NA,NA,NA,NA,NA,"Y",276,2,3.47,0.592358255,5.857941491,0.0425,0.689655172,0.029310345,199.8591803,"no","M.a.moretoni",317,240,"Yes","No",21600,64440,42840,5.29761712143364,"no",1
"119",200.03,"16:46:10","16:49:44","0:03:34","15-04124",47708,"OKW","2015","11/4/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",43.65,23.13,44.2,NA,"N",NA,"N","N",2,1,1,6,9.02,"BF","Prebreed",44.49,41.83,200.03,0,NA,NA,NA,NA,NA,NA,"Y",263,51,4.34,0.622860268,6.967854951,0.0418,0.833333333,0.034833333,200.0341134,"no","M.a.moretoni",308,214,"Yes","No",21600,60370,38770,5.29846735529916,"no",1
"120",201.55,"10:11:00","10:13:35","0:02:35","15-04067",47667,"YEY","2015","7/10/15",0,"Obo","EDE","M","S, CP","1+","Skull","Glossy",43.57,21.05,37.52,10.8,"N",238.173,"N","N",0,1,1,6,7,"BM","Prebreed",39.94,48.16,201.55,0,"Y",NA,NA,NA,NA,NA,"Y",139,22,5.32,0.657159552,8.095446502,0.0482,0.833333333,0.040166667,201.5463859,"no","M.a.lorentzi",191,155,"Yes","No",21600,36660,15060,5.30603748956317,"no",1
"121",204.21,"6:12:00","6:21:44","0:09:44","13-04001",36090,"EOG","2015","7/18/15",1,"Garuahi","EDE","M","Known","2","Known","Glossy",45.75,22.99,43.75,11.52,NA,301.4427,"N","N",0,1,1,6,8.8,"BM","Prebreed",36.5,37.14,204.21,0,"Y",NA,NA,NA,NA,NA,"Y",147,56,4.6,0.72860206,6.313460054,0.0371,0.833333333,0.030916667,204.2089505,"no","M.a.moretoni",199,584,"Yes","No",21600,22320,720,5.31914887612797,"no",1
"122",206.74,"6:18:50","6:20:54","0:02:04","14-04049",36166,"BBB","2015","11/21/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",44.96,23.59,41.46,NA,"N",NA,"N","N",1,1,1,5,9.57,"BM","Prebreed",28.7,21.44,206.74,0,NA,NA,NA,NA,NA,NA,"N",297,21,2.58,0.699778551,3.686880651,0.0214,0.833333333,0.017833333,206.7409711,"no","M.a.moretoni",325,124,"Yes","No",21600,22730,1130,5.33146196514034,"no",1
"123",224.9,"7:05:00","7:07:50","0:02:50","15-04011",47616,"OBO","2015","7/6/15",1,"Obo","EDE","F","Plum","1+","Known","Brown",NA,22.39,52.03,NA,"N",NA,NA,NA,1,2,1,7,6.55,"BF","Prebreed",41.14,41.39,224.9,0,NA,NA,NA,NA,NA,NA,"N",123,12,5.57,0.717862783,7.759143021,0.0414,0.833333333,0.0345,224.9026962,"no","M.a.lorentzi",187,170,"Yes","No",21600,25500,3900,5.41565585896527,"no",1
"124",226,"17:39:00","17:41:15","0:02:15","14-04018",36122,"OGG","2015","7/29/15",1,"Garuahi","JPB","M","Known","1","Known","Glossy",45.98,22.77,46.77,NA,NA,NA,"N","N",1,1,1,5,9.96,"UNK","Prebreed",46.79,42.25,226,0,NA,NA,NA,NA,NA,NA,"Y",167,52,5.67,0.711729762,7.966506815,0.0423,0.833333333,0.03525,226.0001933,"no","M.a.moretoni",210,135,"Yes","No",21600,63540,41940,5.42053499927229,"no",1
"125",230.75,"6:42:00","6:44:00","0:02:00","12-04028",36029,"WWB","2015","9/5/15",1,"Garuahi","JPB","M","Known","3","Known","Glossy",45.9,23.5,44.1,NA,NA,NA,"N","N",0,1,1,7,9.57,"BM","Prebreed",41.1,44.5,230.75,0,NA,NA,NA,NA,NA,NA,"Y",214,1,5.72,0.668459915,8.556982806,0.0445,0.833333333,0.037083333,230.7500981,"no","M.a.moretoni",248,120,"Yes","No",21600,24120,2520,5.44133487338296,"no",1
"126",231.33,"7:16:00","7:17:00","0:01:00","14-04031",36149,"WKY","2015","9/3/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",43.4,22,48.9,NA,"N",NA,"L","L",1,1,1,6,8,"BF","Prebreed",46.1,49,231.33,0,NA,NA,NA,NA,NA,NA,"Y",209,61,5.99,0.634124198,9.446099079,0.049,0.833333333,0.040833333,231.3330387,"no","M.a.moretoni",246,60,"Yes","No",21600,26160,4560,5.44384526251298,"no",1
"127",234.48,"5:58:42","6:00:47","0:02:05","15-04174",47725,"EEB","2015","11/14/15",1,"Garuahi","JPB","M","S, CP","0+","Known","Glossy",47,24.11,45.23,NA,NA,NA,"N","N",0,1,1,6,9.26,"BM","Prebreed",43,39.15,234.48,0,"Y?",NA,NA,NA,NA,NA,"N",278,6,4.6,0.725649408,6.33914939,0.0392,0.689655172,0.027034483,234.4838422,"no","M.a.moretoni",318,125,"Yes","No",21600,21522,-78,5.45737029640264,"no",1
"128",237.53,"8:03:00","8:05:00","0:02:00","14-04024",36128,"EYO","2015","9/26/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.9,23,47.7,NA,NA,NA,"N","N",1,0,0,5,9.5,"UNK","Prebreed",46,43.9,237.53,0,NA,NA,NA,NA,NA,NA,"N",228,13,6.23,0.716941092,8.689695805,0.0439,0.833333333,0.036583333,237.5315482,"no","M.a.moretoni",269,120,"Yes","No",21600,28980,7380,5.470293931287,"no",1
"129",249.81,"18:17:20","18:20:20","0:03:00","15-04008",47613,"OOB","2015","6/29/15",0,"Obo","EDE","F","Plum","1+","Plumage","Brown",41.93,22.82,49.11,NA,NA,NA,NA,NA,1,NA,0,1,7.82,"BF","Prebreed",23.11,24.25,249.81,0,NA,NA,NA,NA,NA,NA,"N",95,32,3.35,0.662237688,5.058606688,0.0243,0.833333333,0.02025,249.8077377,"no","M.a.lorentzi",180,180,"Yes","No",21600,65840,44240,5.52070062891584,"no",1
"130",254.53,"8:08:00","8:14:00","0:06:00","15-04178",47764,"EKK","2015","9/11/15",0,"Garuahi","JPB","F","Plum","1+","Skull","Black",45.6,23.3,48.9,11.3,"N",274.75,"L","N",0,1,0,6,8.66,"BF","Prebreed",32.9,34.5,254.53,0,"N",NA,NA,NA,NA,NA,"Y",221,9,5.08,0.694193174,7.317847812,0.0345,0.833333333,0.02875,254.5338369,"no","M.a.moretoni",254,360,"Yes","No",21600,29280,7680,5.53941870723602,"no",1
"131",264.05,"12:52:00","12:57:47","0:05:47","15-04013",47618,"GEB","2015","6/30/15",0,"Obo","EDE","M","Plum","1+","Skull","Glossy",43.12,22.3,41.32,9.6,NA,202.3515,NA,NA,0,1,1,8,7.7,"BM","Prebreed",46.67,39.92,264.05,0,"Y",NA,NA,NA,NA,NA,"Y",99,38,5.26,0.599107174,8.779731284,0.0399,0.833333333,0.03325,264.0520687,"no","M.a.lorentzi",181,347,"Yes","No",21600,46320,24720,5.57613847915294,"no",1
"132",265.92,"17:37:00","17:39:00","0:02:00","15-04141",47728,"KWE","2015","7/29/15",0,"Garuahi","JPB","F","Plum","1+","Skull","Black",45.56,22.82,47.87,11.88,"N",328.3125,"N","N",0,1,0,5,9.31,"UNK","Prebreed",46.6,41.02,265.92,0,"N",NA,NA,NA,NA,NA,"Y",166,4,6.74,0.741826398,9.08568368,0.041,0.833333333,0.034166667,265.9224492,"no","M.a.moretoni",210,120,"Yes","No",21600,63420,41820,5.58319551166708,"no",1
"133",266.75,"17:58:00","18:01:00","0:03:00","14-04055",36172,"OGB","2015","9/25/15",1,"Porotona","JPB","F","Known","1","Known","Black",43.3,23.4,46.8,NA,"Y",NA,"L","N",2,NA,0,0,9,"BF","Prebreed",41.7,47,266.75,0,NA,NA,NA,NA,NA,NA,"Y",226,11,5.41,0.625686438,8.646503544,0.047,0.689655172,0.032413793,266.7538327,"no","M.a.moretoni",268,180,"No","No",21600,64680,43080,5.58631189018186,"no",1
"134",267.38,"5:45:00","5:49:00","0:04:00","14-04044",36162,"YKE","2015","10/2/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",44.6,22.9,39.7,NA,NA,NA,"N","N",0,1,1,6,8.71,"BM","Prebreed",46,45.2,267.38,0,"N",NA,NA,NA,NA,NA,"N",229,15,8.18,0.81220754,10.07131748,0.0452,0.833333333,0.037666667,267.3801101,"no","M.a.moretoni",275,240,"Yes","No",21600,20700,-900,5.58867086755498,"no",1
"135",269.85,"9:11:00","9:16:00","0:05:00","15-04017",47621,"BEB","2015","7/1/15",0,"Obo","EDE","M","S, CP","1","Skull","Glossy",44.13,21.66,46.19,10.78,NA,NA,"N","N",1,1,1,6,7.38,"BM","Prebreed",20.02,24.71,269.85,0,"N",NA,NA,NA,NA,NA,"N",103,41,4.2,0.756160146,5.554378951,0.0247,0.833333333,0.020583333,269.8483701,"no","M.a.lorentzi",182,300,"Yes","No",21600,33060,11460,5.59786624906465,"no",1
"136",272.27,"16:39:00","16:41:00","0:02:00","15-04171",47758,"GBB","2015","10/7/15",1,"Porotona","JPB","F","Known","1+","Known","Black",42.8,23.3,45.8,NA,"Y?",NA,"L","N",2,1,1,6,8.69,"BF","Prebreed",42.7,47.5,272.27,0,NA,NA,NA,NA,NA,NA,"N",235,29,6.38,0.591979192,10.77740584,0.0475,0.833333333,0.039583333,272.2713054,"no","M.a.moretoni",280,120,"Yes","No",21600,59940,38340,5.60679422100652,"no",1
"137",283.88,"17:43:00","17:45:00","0:02:00","11-07038",11034,"WBO","2015","9/5/15",1,"Garuahi","JPB","F","Known","5+","Known","Black",44.4,22,45.3,NA,"N",NA,"L","N",1,1,1,5,8.8,"BF","Prebreed",41.4,46.1,283.88,0,NA,NA,NA,NA,NA,NA,"Y",215,11,6.67,0.611598385,10.9058496,0.0461,0.833333333,0.038416667,283.8832868,"no","M.a.moretoni",248,120,"Yes","No",21600,63780,42180,5.64855161365678,"no",1
"138",297.85,"6:27:37","6:30:53","0:03:16","14-04022",36126,"YOB","2015","8/6/15",1,"Porotona","JPB","F","Known","2+","Known","Black",44.95,22.37,NA,10.78,"N",350.7387,"N","N",0,1,1,5,8.43,"BF","Prebreed",48.56,46.55,297.85,0,"N",NA,NA,NA,NA,NA,"N",178,5,7.92,0.684727597,11.56664348,0.0466,0.833333333,0.038833333,297.8534801,"no","M.a.moretoni",218,196,"Yes","No",21600,23257,1657,5.6965900040747,"no",1
"139",302.64,"7:37:50","7:40:54","0:03:04","15-04139",47726,"GKY","2015","11/14/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",43.95,23.25,41.87,NA,NA,NA,"N","N",1,1,0,5,8.98,"BM","Prebreed",49.92,44.99,302.64,0,NA,NA,NA,NA,NA,NA,"N",281,8,6.29,0.66968962,9.392410771,0.045,0.689655172,0.031034483,302.6443471,"no","M.a.moretoni",318,184,"Yes","No",21600,27470,5870,5.71254398032477,"no",1
"140",310.94,"7:51:00","7:55:00","0:04:00","15-04193",47779,"OYY","2015","10/10/15",0,"Porotona","JPB","F","Plum","1+","Skull","Black",44.5,21.1,44.4,NA,"N",NA,"N","N",1,1,1,6,8.48,"BF","Prebreed",44.1,48.4,310.94,0,NA,NA,NA,NA,NA,NA,"Y",237,16,8.84,0.704880115,12.5411397,0.0484,0.833333333,0.040333333,310.937348,"no","M.a.moretoni",283,240,"Yes","No",21600,28260,6660,5.73959996752159,"no",1
"141",315.27,"8:03:00","8:06:25","0:03:25","15-04010",47615,"WOG","2015","6/30/15",0,"Obo","EDE","M","S, CP","1+","Plumage","Glossy",44.18,22.83,42.8,9.58,NA,301.7487,NA,NA,0.5,2,1,7,7.54,"BM","Prebreed",42.03,41.3,315.27,0,"Y",NA,NA,NA,NA,NA,"N",96,37,7.41,0.682906253,10.85068406,0.0413,0.833333333,0.034416667,315.2741132,"no","M.a.lorentzi",181,205,"Yes","No",21600,28980,7380,5.75342941454561,"no",1
"142",323.19,"9:34:00","9:38:00","0:04:00","14-04066",36181,"OBE","2015","9/3/15",1,"Garuahi","JPB","F","Known","1","Known","Black",43.1,22.6,45.3,NA,NA,NA,"L","L",0,1,1,7,8.24,"BF","Prebreed",44.5,44.8,323.19,0,"N",NA,NA,NA,NA,NA,"Y",211,53,7.87,0.652254912,12.06583477,0.0448,0.833333333,0.037333333,323.1920028,"no","M.a.moretoni",246,240,"Yes","No",21600,34440,12840,5.77824038557421,"no",1
"143",323.2,"6:20:00","6:22:29","0:02:29","12-04027",36028,"OWW","2015","7/16/15",1,"Garuahi","EDE","M","Known","4+","Known","Glossy",47.1,23.99,42.3,12.66,NA,293.1336,"N","N",0,1,0,3,9.29,"BM","Prebreed",41.96,45.13,323.2,0,"N",NA,NA,NA,NA,NA,"N",142,30,8.91,0.733509439,12.14708295,0.0451,0.833333333,0.037583333,323.2039811,"no","M.a.moretoni",197,149,"Yes","No",21600,22800,1200,5.77827132664694,"no",1
"144",324.73,"18:20:39","18:26:39","0:06:00","15-04009",47614,"YOK","2015","6/29/15",0,"Obo","EDE","M","Plum","1+","Plumage","Glossy",42.18,21.69,39.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,"BM","Prebreed",35.15,42.7,324.73,NA,NA,NA,NA,NA,NA,NA,"N",94,33,8.77,0.758972196,11.5551005,0.0427,0.833333333,0.035583333,324.7335035,"no","M.a.lorentzi",180,360,NA,"No",21600,66039,44439,5.78299406781897,"no",1
"145",340.71,"9:31:00","9:34:00","0:03:00","12-04070",36071,"BWY","2015","9/6/15",1,"Garuahi","JPB","M","Known","4+","Known","Glossy",47.3,23.1,45.5,NA,NA,NA,"N","N",1,1,1,6,9.94,"ANM","Prebreed",37.8,42.6,340.71,0,"N",NA,NA,NA,NA,NA,"N",216,8,11.12,0.919382295,12.09507738,0.0426,0.833333333,0.0355,340.7064052,"no","M.a.moretoni",249,180,"Yes","No",21600,34260,12660,5.83103167557166,"no",1
"146",341.93,"8:45:00","8:46:00","0:01:00","15-04107",36188,"GKO","2015","10/12/15",1,"Porotona","JPB","F","Known","1+","Known","Black",44.1,21.5,47.6,NA,"Y",NA,"M","L",1,0,1,6,8.72,"BF","Prebreed",48.7,50.8,341.93,0,"Y",NA,NA,NA,NA,NA,"Y",239,24,10.51,0.726071215,14.47516412,0.0508,0.833333333,0.042333333,341.9330106,"no","M.a.moretoni",285,60,"Yes","No",21600,31500,9900,5.83460603775056,"no",1
"147",344.63,"16:44:10","16:47:10","0:03:00","14-04020",36124,"W--","2015","11/13/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",44.9,21.59,46.46,NA,"Y",NA,"N","N",2,NA,0,5,9.64,"BF","Prebreed",46.73,55.75,344.63,0,NA,NA,NA,NA,NA,NA,"Y",274,13,7.76,0.585123432,13.26215901,0.0558,0.689655172,0.038482759,344.6259957,"no","M.a.moretoni",317,180,"Yes","No",21600,60250,38650,5.84247137776247,"no",1
"148",380.1,"8:20:00","8:22:45","0:02:45","15-04048",47699,"KBO","2015","7/6/15",0,"Obo","EDE","M","S, CP","1+","Skull","Glossy",46.46,23.54,45.21,10.98,NA,282.4734,"N","N",0,1,1,11,8.45,"BM","Prebreed",41.09,39.12,380.1,0,"N",NA,NA,NA,NA,NA,"Y",124,13,9.7,0.783202059,12.38505426,0.0391,0.833333333,0.032583333,380.1039671,"no","M.a.lorentzi",187,165,"Yes","No",21600,30000,8400,5.9404343759952,"no",1
"149",388.84,"12:37:00","12:45:38","0:08:38","15-04004",47609,"KKE","2015","6/29/15",0,"Obo","EDE","M","S, CP","1+","Plumage","Glossy",42.8,21.92,39.58,NA,NA,296.1756,"N","N",1,3,1,5,7.38,"BM","Prebreed",29.28,27.7,388.84,0,NA,NA,NA,NA,NA,NA,"N",93,34,5.91,0.658441421,8.975741512,0.0277,0.833333333,0.023083333,388.8407875,"no","M.a.lorentzi",180,518,"Yes","No",21600,45420,23820,5.96316794795287,"no",1
"150",393.57,"9:12:00","9:14:20","0:02:20","14-04047",36164,"O--","2015","11/21/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",45.36,NA,42.77,NA,NA,NA,"N","N",1,1,0,2,8.65,"BM","Prebreed",46.46,53.75,393.57,0,NA,NA,NA,NA,NA,NA,"Y",299,23,11.08,0.627930683,17.64525974,0.0538,0.833333333,0.044833333,393.5745667,"no","M.a.moretoni",325,140,"Yes","No",21600,33120,11520,5.97525894276105,"no",1
"151",395.2,"16:51:00","16:56:00","0:05:00","14-04018",36122,"OGG","2015","9/9/15",1,"Garuahi","JPB","M","Known","1","Known","Glossy",45.2,22.7,44.9,NA,NA,NA,"N","N",1,1,0,6,9.8,"ANM","Prebreed",46.9,42.4,395.2,0,NA,NA,NA,NA,NA,NA,"N",219,55,8.89,0.636648037,13.96375939,0.0424,0.833333333,0.035333333,395.2007373,"no","M.a.moretoni",252,300,"Yes","No",21600,60660,39060,5.97939196587371,"no",1
